article,topic,cluster
Analisis Geospasial Perubahan Penggunaan Lahan Sawah Di Kota Malang Menggunakan Google Earth Engine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Ekstraksi BFCC Pada Hidden Markov Model Untuk Identifikasi Emosi Manusia Berdasarkan Suara Detak Jantung,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Teknik Embedding Model NV-Embed pada Large Language Models Berbasis Retrieval Augmented Generation,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Business Intelligence Dashboard Untuk Monitoring Key Performance Indicator Perusahaan di WWMusik Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Produk Hijab Pada E-Commerce Tokopedia Menggunakan Algoritma Support Vector Machine dan IndoBERT Embedding,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Penerimaan Layanan Aplikasi LolosASN Berdasarkan Teori Technology Acceptance Model,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Klasifikasi Kelayakan Konsumsi Susu Kedelai Berdasarkan PH, Warna, dan Aroma Menggunakan Metode Random Forest Berbasis Arduino","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Convolutional Neural Network Pada Lengan Prostetik Bionik Berbasis Wearable Electromyography Armband Sensor,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Sistem Inferensi Klasifikasi Detak Jantung Berbasis Stream Processing Pada Jetson Nano,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Algoritma K-Means Clustering untuk Segmentasi Pelanggan Berdasarkan Model RFM Pada Resik Aquatics,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Arah Pergerakan Kepala untuk Navigasi pada Kursi Roda Pintar Menggunakan Kombinasi Metode Berbasis YOLOv8N,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Wearable untuk Training Aerodinamis Pesepeda pada Posisi Drop Bar dengan Metode Random Forest Berbasis Data MPU6050,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Sistem Smart Home Berbasis Pengenalan Suara Menggunakan Model Long Short-Term Memory,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Klasifikasi Spam Email Menggunakan Metode Extreme Gradient Boosting (XGBoost),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Performa Arduino Uno Dalam Penggunaan  Algoritma Enkripsi Speck-128 Dalam Implementasi Sistem RFID,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Berbasis Aspek Ulasan Pengguna Aplikasi Alfagift Menggunakan Metode Random Forest dan Pemodelan Topik Latent Dirichlet Allocation,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Koefisien Kopling dan Jarak Pada Pengembangan Sistem Penghantar Daya Nirkabel,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Penerapan Model Pembelajaran Teams Games Tournament Terhadap Hasil Belajar Peserta Didik Mata Pelajaran Informatika Di SMK 1 Pancasila Ambulu,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Dashboard Business Intelligence dengan Integrasi Metode Kimball Lifecycle dan Design Thinking untuk Memantau Performa Karyawan di PT Jalin Mayantara Indonesia,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Pengaruh Penggunaan Strategi Semantic Search Engine Optimization (SEO) dan Keyword Mapping Terhadap Visibilitas Website Merteyasabaliadventure.com pada Search Engine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Sistem Deteksi Anomali pada Jaringan Komputer dengan Pendekatan XGBoost dan Data SNMP,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis dan Evaluasi Proses Bisnis Pada Manajemen Sumber Daya Manusia Dalam Meningkatkan Kinerja Operasional Di PT Telkom Indonesia,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Perbandingan Sentimen Pengguna X dan Reddit Terhadap Starlink di Indonesia Melalui Uji Hipotesis Statistik Two-Proportion Z-Test,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Sarung Tangan Gaming Boxing : “Thunder Ray” Dengan Menggunakan Sensor Gerak MPU6050 Dan Metode Random Forest Untuk Pendeteksi Gerakan Tinju,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penggunaan Model Tabular Retrieval Model (TabR) dengan K-Means Clustering untuk Efisiensi Klasifikasi dan Regresi Data Tabular,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Metode Kalman Filter Dan Model YOLOv8n Untuk Fitur Human-Following Pada Kursi Roda Pintar,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Ekstrasi MFCC Pada Hidden Markov Model untuk Identifikasi Emosi Manusia Berdasarkan Suara Detak Jantung,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Eksperimen Penerapan Framework Desain User Interface untuk Lanjut Usia pada PLN Mobile untuk Meningkatkan Usability kepada Pengguna Pra-Lanjut Usia,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Analisis Perbandingan Filter Eksponensial, Butterworth IIR, dan Gaussian smoothing  pada Lengan Prostetik Bionik Berbasis Wearable Electromyography Armband Sensor","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Analisis Perbandingan Fitur Waveform Length, Mean Absolute Value, dan Root Mean Square Pada Lengan Prostetik Bionik","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Implementasi Perhitungan Center of Mass, Zero Moment Point, dan Support Polygon Pada Pergerakan Robot Humanoid","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Terhadap Program Indonesian International Student Mobility Award (IISMA) di Platform X / Twitter Menggunakan TF-IDF dan SVM,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Klasifikasi Kondisi Laboratorium Medis Berdasarkan Suhu Dan Kelembapan Menggunakan Algoritma Jaringan Syaraf Tiruan (JST),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Rekomendasi Model Sandal Pada Home Industri Menggunakan Collaborative Filtering dan Algoritma Matrix Factorization.,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Variasi Kapasitor dan Faktor Kualitas Terhadap Daya Pada Sistem Penghantar Daya Nirkabel,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Bola pada Robot Humanoid Sepak Bola dengan Menggunakan Haar Cascade dan HSV,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Wavelet Transform pada Sinyal Ultrasound untuk Analisis Kesehatan Bibit Tanaman Sawit,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Pengaturan Agroklimat Berbasis IoT Pada Budidaya Vanili Menggunakan Metode Fuzzy,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Purwarupa Sistem Pengatur Pergerakan Robot Manipulator Pemindah Barang Pada Gudang Logistik Menggunakan Metode Inverse Kinematic,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perbandingan Kinerja Web Service Berbasis Rest dan GraphQL Pada Pengiriman Data Electrocardiogram (ECG),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Metode Pan-Tompkins pada  Treadmill Stress Test untuk Deteksi Gangguan Irama Jantung Menggunakan Shimmer Electrocardiogram,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Sistem Penghitungan Penumpang Otomatis dalam Kondisi Wajah Penumpang yang Dikaburkan Menggunakan Algoritma YOLOv8 dan ByteTrack,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Augmented Reality Menggunakan Marker Based Tracking Untuk Informasi Gedung Fakultas Ilmu Komputer Berbasis Android,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Arduino UNO R4 Pulse Width Modulation pada Sistem Penghantar Daya Nirkabel,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implentasi Algoritma Ant Colony Optimization untuk Pencarian Jalur Optimal Multipath Routing Pada Software Define Network,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Berita Pemblokiran TikTok Shop Pada Kolom Komentar YouTube Menggunakan Long-Short Term Memory,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Perangkat Pengendali Game Snowboard ‘Snow’ Menggunakan Sensor IMU Dengan Metode Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Aplikasi Mobile Klasifikasi Ekspresi Wajah Manusia pada Platform Android Menggunakan Arsitektur MobileNet,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Sistem Deteksi Stress berbasis Machine Learning berdasarkan Sinyal Photoplethysmogram dari Polar Verity Sense,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Gestur Tangan Menggunakan Metode Support Vector Machine (SVM) untuk Lengan Prostetik Bionik,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Algoritma Ant Colony Optimization Untuk Rekomendasi Rute Terpendek Pada Usaha Thriting Di Kota Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Performa Arduino Uno Terhadap Algoritma Enkripsi AES-128 dalam Implementasi Sistem RFID,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Variasi Ekstraksi Fitur dan Klasifikasi Dengan Noise Reduction Untuk Pengenalan Navigasi Suara Pada Smart Wheelchair,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Fuzzy Mamdani Untuk Mengoptimalkan Gerakan Jari Pada Lengan Prostetik Bionik,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Simulasi Deteksi Keretakan Gedung Menggunakan Quadcopter Berbasis YOLOv8,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Personalisasi Genre Playlist Musik Berdasarkan Ritme dan Tempo Menggunakan Deteksi Onset dan Spectral Contrast,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Prinsip Aesthetic-Usability Effect untuk Mengukur Tingkat Usability pada Aplikasi M-Banking BCA Mobile Menggunakan Usability Testing,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Desain dan Analisis Planar Koil Sirkular pada Sistem Wireless Power Transfer,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Terhadap Makanan Manis Di Platform X Menggunakan TF-IDF dan Naive Bayes,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perancangan Model Artificial Neural Network untuk Klasifikasi Posisi Jatuh Robot Humanoid Dengan Sensor IMU,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Wearable Deteksi Postur pada Training Lateral Raise menggunakan Sensor MPU6050 dengan Algoritma Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perancangan Lokalisasi Pada Robot Humanoid Sepak Bola  Menggunakan Metode Visual-Inertial Odometry (VIO),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Sistem Autentikasi Pada Aplikasi Berbasis Website Menggunakan Data Photoplethysmography (PPG),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Klasifikasi Air Layak Konsumsi Berdasarkan pH, Kekeruhan, dan Konsentrasi Zat Terlarut Berbasis Arduino Menggunakan Random Forest","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perbandingan Naïve Bayes Dan K-Nearest Neighbor Untuk Analisis Sentimen Terhadap Ulasan Aplikasi Threads,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Donatur Pada Yayasan Jajan Pahala Menggunakan Algoritma Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Purwarupa Pelaporan Kecelakaan Kendaraan Berbasis ESP32,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Kompresi Data Dengan Menggunakan Zlib Data Compression dan Encoding Base64 Pada Sistem Paratransit Trip Data Collection Berbasis Esp32,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Eksperimen Penerapan Prinsip Flexibility and Efficiency pada Perancangan  Fitur To-Do Aplikasi Website BRONE UB untuk Meningkatkan Usability,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen dan Pemodelan Topik Terhadap Ulasan Aplikasi Jenius Menggunakan Metode Support Vector Machine dan Latent Dirichlet Allocation,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Root Cause Analysis (RCA) Berbasis Sentimen Negatif Terhadap Aplikasi Investasi Terintegrasi Pada Google Review (Studi Kasus: Aplikasi Siminvest),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Pengaruh Live streaming Shopee oleh Influencer terhadap Minat Beli Konsumen di Kalangan Mahasiswa,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Load Balancing Menggunakan Mininet-WIFI,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Wearable Deteksi Postur Pada Pelatihan Otot Biceps Dan Triceps Berbasis Angkat Beban Dengan Algoritma Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Aplikasi Edukasi Pengenalan dan Pengelompokan Tumbuhan Langka di Nusantara Menggunakan Metode V-Model Untuk Implementasi Android,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Postur Duduk Menggunakan Sensor Ultrasonik Dan Flex Sensor Berbasis Arduino UNO,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Tipe Kematangan Pisang Menggunakan Metode Ensemble Convolutional Neural Network (CNN),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Analisis Sentimen Terhadap Program Merdeka Belajar Kampus Merdeka Pada Sosial Media Twitter Menggunakan K-Means Clustering, Support Vector Machine (SVM) dan Syntethic Minority Oversampling Technique (SMOTE)","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Studi Eksplorasi Persepsi Early Adopter Terhadap White Paper Digital Rupiah Teori Diffusion of Innovation,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Kualitas Layanan Website Brawijaya Online Learning (BRONE) Menggunakan Metode Webqual 4.0 Dan Importance-Performance Analysis,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Multi-View Convolutional Neural Network untuk Klasifikasi Kualitas Buah Jambu Kristal,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Monitoring Kesehatan Jantung Menggunakan Metode Adaptive Threshold Berbasis Shimmer Electrocardiogram Dan Matlab,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Kajian Pengalaman Mahasiswa Terhadap Learning Management System (LMS) “ELING” Di Fakultas Ilmu Komputer Universitas Brawijaya,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Identifikasi Karakteristik Peserta Didik dalam Mata Pelajaran Informatika menggunakan Algoritma K-Means berdasarkan Hasil Belajar: Studi Kasus pada Kelas X TKJ SMKN 3 Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Aplikasi Glints Berdasarkan Ulasan Google Play Store Menggunakan Metode Support Vector Machine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Hubungan Kualitas Layanan Aplikasi Binar Academy Berdasarkan E-S-Qual Dan E-Recs-Qual Dengan Kepuasan Pelanggan,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Mutasi Pada Kanker Paru Melalui Citra CT-Scan Penerapan Model Algoritma Convolutional Neural Networks (CNN) dan Optimizer Adam,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Lingkungan Keluarga Dan Self-Efficacy Terhadap Kesiapan Kerja Siswa Kelas XI Program Teknik Jaringan Komputer Dan Telekomunikasi SMK Negeri 5 Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Monitoring Target Heart Rate Pada Aktivitas Berlari Menggunakan Aplikasi Blynk Berbasis Sensor Max30102,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pemodelan Proses Bisnis dengan Business Process Modelling Notation Pada Menara Wisata Tour & Travel Umrah,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Wearable Device Untuk Sistem Pendeteksi Kelelahan Otot Biceps Menggunakan Metode Support Vector Machine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pembangkitan Respons pada Model Seq2seq Chatbot Berbahasa Indonesia dengan Multimodal Learning (Intensi dan Entitas),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Data Ulasan Aplikasi Pegadaian Digital Menggunakan Metode Support Vector Machine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Prediksi Polusi Udara Di Dki Jakarta Dengan Menggunakan Metode Long-Short Term Memory (LSTM),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Kinerja Support Vector Machine dan Naïve Bayes Classifier Pada Data Komentar Kualitas Mengajar Dosen (Studi Kasus: Pendidikan Teknologi Informasi Universitas Brawijaya),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Dan Evaluasi Proses Bisnis Menggunakan Lean Six Sigma Framework (Studi Kasus: Orino Pet Shop),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Proses Bisnis Penjaminan Mutu Akademik Pada Universitas ABC Menggunakan Metode Quality Evaluation Framework (QEF),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis dan Perbaikan Proses Bisnis Produksi Corrugated Carton Box: Studi Kasus PT. Bahana Buana Box,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perancangan Arsitektur Enterprise Polres Metro Bekasi Dalam Melakukan Polisi Prediktif Dengan Menggunakan TOGAF ADM,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Faktor Yang Memengaruhi Penggunaan Platform Merdeka Mengajar Terhadap Peningkatan Kompetensi Guru Smp Di Kabupaten Ponorogo,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Ulasan Pengguna Aplikasi C-Access Menggunakan Support Vector Machine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Efektivitas dan Efisiensi Algoritma Constraint Satisfaction Problem (CSP) dalam Penjadwalan Ekstrakurikuler,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Kesuksesan Penggunaan Layanan BSI Mobile Menggunakan DeLone & McLean Model,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Spam Pada Short Message Service Menggunakan Convolutional Neural Network Dengan Word Embedding Dari Model Bahasa Besar,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Studi Eksplorasi Terhadap Persepsi dan Pengalaman Mahasiswa Dalam Memanfaatkan ChatGPT Untuk Pembelajaran Bahasa Pemrograman,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Ekspresi Wajah untuk Menentukan Ketertarikan Terhadap Video Iklan Menggunakan Metode YOLOv5 Berbasis Raspberry Pi 4,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Decision Tree untuk Sistem Deteksi Stres pada Pengemudi  Berbasis Sinyal Photoplethysmogram,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perbandingan Kinerja Real-time Rendering Objek Tiga Dimensi Menggunakan OpenGL dan Unity3D,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Stres Pengemudi Berbasis Photoplethysmograph dan Galvanic Skin Response Menggunakan Random Forest Pada Raspberry Pi,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Eksplorasi Perbandingan Pengaruh Metode Lossless Compression Terhadap Konsumsi Energi Pada Wireless Sensor Network,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Rancang Bangun Automatic Transfer Switch (ATS) Pada Sistem Irigasi Otomatis Berbasis Internet of Things,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Pengumpulan Data Pelacakan Transportasi Umum Menggunakan Bluetooth Proximity Beacons,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Robotic Process Automation pada Proses Kompilasi Dokumen Nota Pemberitahuan Barang Larangan/Pembatasan (NPBL) Di PT Merck Chemicals and Life Sciences,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Penggunaan Cerita Linear dan Nonlinear pada Gim Edukasi terhadap Peningkatan Literasi Grafik,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Performance Search Engine Menggunakan Full Text Search MySQL dan Elastic Search pada Sistem Informasi Perpustakaan,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasterisasi Nilai Hidup Pelanggan Menggunakan Model LRFM dan Algoritma K-Means (Studi Kasus: PT Garuda Lintas Cakrawala),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Learning Analytics dalam Pembelajaran Berbasis Website untuk Mengukur Kepercayaan Diri Peserta Didik (Studi Pada: UMKM Taqqia Craft),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Flipped Classroom Berbantuan E-Learning Berbasis Gamifikasi Terhadap Motivasi Belajar dan Hasil Belajar Siswa SMK Negeri 3 Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pemanfaatan Electrocardiogram Pada Wearable Device Untuk Deteksi Dugaan Kelelahan Mental Dengan Metode Support Vector Machine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Sistem Otomatisasi Pengenalan Data Pada KTP Menggunakan YOLOV8 Dan EasyOCR Berbasis Raspberry Pi 4B,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Kelelahan Pengendara Berdasarkan Sinyal Electrocardiogram Menggunakan Algoritma Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Studi Eksplorasi Persepsi Penggunaan ChatGPT oleh Mahasiswa dalam Penulisan Tugas Akhir,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi OCR Menggunakan Asprise dan Metode LSTM untuk Pengkategorian Item pada Setruk Belanja,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Rekomendasi Menu dengan Bahan Makanan Alternatif Berdasarkan Kategorisasi Nutrisi menggunakan K-Means dan BERT,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Intention to Use pada Metode Pembayaran Cash on Delivery (COD) di E-commerce Shopee menggunakan Technology Acceptance Model (TAM),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Strategi Social Sharing terhadap Jumlah Traffic pada Website  PAUD Asoka,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Pemilihan Platform Exchange untuk Investasi Cryptocurrency Menggunakan Metode TOPSIS dan SAW (Studi Kasus: Mahasiswa Universitas Brawijaya),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Rancang Bangun Smart Box Penerima Paket Berbasis IoT Berdasarkan ESP32-CAM dan AS608,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi dan Pemodelan Proses Bisnis Dalam Mengatasi Ketidakseimbangan Permintaan dan Pasokan Minyak Goreng (Studi Kasus: PT. Al-Muawanah Kurnia Jaya),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Wearable Deteksi Dugaan Stres Berbasis Electrocardiogram Signal Menggunakan Metode Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
