article,topic,cluster
Analisis Sentimen pada Data Logbook KKN Mahasiswa Fakultas Ilmu Komputer Universitas Brawijaya menggunakan Polyglot NLP,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Google ML Kit dan Metode K-Nearest Neighbors untuk Klasifikasi Bentuk Wajah Wanita pada Platform Android,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Pengalaman Pengguna Game King of Crabs menggunakan Game Experience Questionnaire,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Diagnosis Dini Penyakit Diabetes Mellitus Tipe I dan Tipe II dengan Metode Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Usability Aplikasi e-Partisipasi Pemerintahan di Kota Malang menggunakan Metode Heuristic dan Think Aloud,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Load Balancing Web Server dengan Algoritma Dynamic Load Balancing berbasis Server pada Software Defined Network,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perancangan Platformer Game Digital dengan Tema Sejarah Kedatangan Belanda di Indonesia menggunakan Mechanics Dynamics Aesthetics Framework,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Kepuasan Pengguna LMS Online Bootcamp dengan Metode End User Computing Satisfaction (EUCS) dan Importance Performance Analysis (IPA) (Studi Kasus: Online Bootcamp XYZ),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Implementasi dan Pembandingan Kinerja Metode Least Connection, IP Hash, dan Hash pada Load Balancer NGINX","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Cashless Payment menggunakan Teknologi QR Code pada Kantin SMA Cakra Buana Depok,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Single-hop Pada Deteksi Dini Antisipasi Kebakaran di Rumah Tangga berbasis Lora Sx1278,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan MFCC dan Bidirectional RNN pada Sistem Kendali Navigasi Kursi Roda Pintar berbasis Jetson TX2,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Kepuasan Pengguna Aplikasi PeduliLindungi menggunakan User Satisfaction Model MGov,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Perbandingan User Experience Aplikasi Pencari Partner Lomba bagi Mahasiswa FILKOM UB pada Android dan Prototype Figma,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Eksplorasi Pengaruh Live Shopping terhadap Minat Beli Konsumen dalam Berbelanja Online dengan Metode Systematic Literature Review,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Rancang Bangun Pita Lengan Metronome dengan Koneksi Bluetooth berbasis Mikrokontroler dan Android,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Streamer Product Knowledge dan Streamer Image Terhadap Minat Beli Konsumen pada Live Shopping,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Algoritma Long Short-Term Memory (LSTM) berbasis Multi Fungsi Aktivasi Terbobot dalam Prediksi Harga Ethereum,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Stres berdasarkan Detak Jantung dan Kelenjar Keringat menggunakan Metode K-Nearest Neighbours,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Covid-19 dari Citra X-ray menggunakan Vision Transformer,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Data Ulasan Pengguna Aplikasi MyPertamina di Indonesia pada Google Play Store menggunakan Metode Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Priority Packet Scheduling di Sisi Node Pengirim pada Mobile Ad-hoc Network berdasarkan Ukuran Paket Data,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Usability Sistem Informasi TSES (Thursina Smart Education System) menggunakan Usability Testing dan System Usability Scale,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Penyakit Tanaman Kacang Tanah menggunakan Metode MKNN (Modified K-Nearest Neighbor),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Prediksi Harga Cabai menggunakan Metode Long-Short Term Memory (Case Study : Kota Malang),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pemodelan dan Analisis Proses Bisnis untuk Layanan Seleksi Mandiri Penyandang Disabilitas pada Pusat Layanan Disabilitas UB,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Uji Kualitas Air Kultur Daphnia Sp. menggunakan Logika Fuzzy berbasis NodeMCU,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Usability Aplikasi Perangkat Bergerak Sipindo menggunakan Metode Think Aloud dan Heuristic Evaluation,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Persepsi Dosen Terhadap Kebijakan Penggunaan Turnitin untuk Mendeteksi Plagiarisme Skripsi Mahasiswa,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Kelayakan Konsumsi pada Air Isi Ulang dengan Metode K-Nearest Neighbors berbasis Arduino,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Monitoring Lahan Parkir Kendaraan pada Yayasan Teratai Putih Global menggunakan Sensor Ultrasonik dan MQTT berbasis Aplikasi Mobile,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perancangan Monitoring Sistem Pembatasan Jumlah Pengguna pada Pelayanan Publik menggunakan Naive Bayes untuk Antisipasi Kerumunan,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Pengalaman Pengguna pada Aplikasi Mandatory Pedulilindungi berbasis Android menggunakan Metode UX Curve,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perancangan Development Cycle Over The Air pada Sistem IoT berbasis Teknologi Container,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Pengiriman Paket Konstan dan Variabel di Lingkungan Wireless Mesh Network menggunakan Protokol Routing OLSR (Open Link-State Routing),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Visualisasi Topologi Routing pada Jaringan berdasarkan OSPF Link State Database,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Pengendalian Suhu pada Kandang Ayam Broiler menggunakan PID Controller,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Studi Kasus Antisipasi Ancaman Keamanan Internet terhadap Layanan Internet Satelit di PT Bis Data Indonesia untuk Proyek BAKTI menggunakan Layer-7 Deep Packet Inspection,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Rancang Bangun Aplikasi Patroli Security/Satpam Berteknologi NFC (Near Field Communication) dan Google Maps API sebagai Service Data Spasial berbasis Android,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengelompokan Serangan DoS pada Honeypot menggunakan Algoritma K-Means,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Rancang Bangun Aplikasi Android untuk Deteksi Dini Kanker Melanoma,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Prototipe Sistem Monitoring Tempat Parkir Mobil dengan Metode Time Division Multiple Access (TDMA) berbasis NRF24L01,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Usability dan Perbaikan Antarmuka Pengguna Website Badan Pelayanan Pajak Daerah Kabupaten Sidoarjo,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Monitoring dan Pengontrolan Aquascape Tanaman Anubias dan Cuba menggunakan Metode Fuzzy,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Masyarakat terhadap Kebijakan Penghapusan Subsidi BBM pada Media Sosial Twitter menggunakan Algoritma Naive Bayes Classifier dengan Ekstraksi Fitur N-Gram TF-IDF,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Tip Burn pada Selada Hidroponik menggunakan Metode Thresholding pada Warna Hue Saturation Value,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Terhadap Kenaikan Cukai Rokok pada Media Sosial Twitter menggunakan Algoritma Naive Bayes Classifier,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi N-Modular Redundancy with spare pada Sistem Penyiraman Otomatis,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Rancang Bangun Sistem Informasi dan Pelayanan E-Ticket (Booking Online) pada Wisata Pendakian Gunung Budheg Tulungagung menggunakan Website dengan Framework Laravel,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Social Media Overload terhadap Produktivitas Belajar Mahasiswa,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Perbandingan Layout Form Single-Page dan Multi-Page dalam Pengisian Form Data Penduduk,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Identifikasi Masalah dan Solusi UMKM Sebagai Langkah Adaptasi dari Pandemi menggunakan Metode Kualitatif dan Kuantitatif (Studi Kasus: UMKM Ngijo Malang),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Jenis Barang Bekas menggunakan Metode Naive Bayes dengan Seleksi Fitur Information Gain (Studi Kasus : Akun Instagram Jual Beli Barang Bekas @infobarkas_Jogja),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Perbandingan Penggunaan State Management pada Aplikasi Ditonton menggunakan Framework Flutter,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Metode Decision Tree untuk Sistem Pendeteksi Stres berdasarkan Detak Jantung dan Kelenjar Keringat,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Metode K-Nearest Neighbor untuk Sistem Deteksi Covid-19 berdasarkan Suhu Tubuh dan Kadar Oksigen,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Bidang Keunggulan Mahasiswa menggunakan Metode Backpropagation dan Seleksi Fitur Information Gain (Studi Kasus : Departemen Teknik Informatika Universitas Brawijaya),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Hasil Belajar Problem Based Learning pada Mata Pelajaran Desain Multimedia Interaktif (Studi pada Siswa Jurusan Multimedia Kelas XII SMKN 12 Malang),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Uses and Gratifications Mahasiswa dalam Mencari Sumber Pembelajaran di Media Sosial,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Sinopsis Novel berdasarkan Jenis Genre menggunakan Multi-class Support Vector Machine dan Chi-square,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Pendukung Keputusan Pemilihan Kost di Kota Malang menggunakan Metode Analytical Hierarchy Process dan Weighted Product (AHP-WP),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Klasifikasi Air Mineral Layak Minum berdasarkan Nilai PH dan Kekeruhan Menggunakan Metode Naive Bayes berbasis Arduino Uno,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Perbandingan Naive Bayes dan K-Nearest Neighbor untuk Analisis Sentimen Aplikasi Gapura UB Berdasarkan Ulasan Pengguna pada Playstore,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Hipoksia menggunakan Metode Decision Tree berdasarkan Detak Jantung dan Kadar Oksigen,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Gim Edukasi Pembelajaran IQRA-1 dan Tajwid menggunakan Augmented Reality,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Aplikasi Perangkat Bergerak Pembelajaran Sistem Organ Peredaran Darah pada Tubuh Manusia berbasis Augmented Reality,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Monitoring Iklim Mikro pada Prototipe Greenhouse Tanaman Tomat menggunakan Metode Fuzzy dan Aplikasi Telegram,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Pemanggil Pelayan LCLE (Low Cost Low Energy) berbasis ESP-NOW,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Proses Bisnis Administrasi Pelayanan Akademik Semester Antara pada Fakultas Ilmu Komputer Universitas Brawijaya (FILKOM UB) dengan Metode Quality Evaluation Framework (QEF),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Ekstraksi Ciri pada Klasifikasi Citra Batik menggunakan Metode Gray Level Co-Occurrence Matrix, Local Binary Pattern, dan HSV Color Moment","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen terhadap Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 3 berdasarkan Data Twitter menggunakan Algoritma Naive Bayes,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Perbandingan Metode Autentikasi pada Mobile Banking menggunakan Usability Testing dan User Experience Questionnaire (UEQ) (Studi pada BTN Mobile dan Livin' by Mandiri),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Prediksi Penjualan Ponsel Pintar menggunakan Metode Jaringan Syaraf Tiruan Backpropagation Kombinasi Particle Swarm Optimization,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Filtrasi Sinyal Electrocardiogram (ECG) menggunakan metode Butterworth pada Android dengan Teknologi Edge Computing,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Ulasan Pelanggan dengan Metode Support Vector Machine (SVM) untuk Peningkatan Kualitas Layanan pada Restoran Warung Wareg,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi Proses Bisnis Administrasi Akademik pada Institusi ABC dengan menggunakan Quality Evaluation Framework (QEF),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Klasifikasi Kualitas Daging Ayam Broiler sebagai Bahan Pembuatan Bakso berdasar Nilai Resistansi dan Kadar Amonia dengan menggunakan Metode Fuzzy,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Efektivitas Undian Turnamen Model Single Elimination Pada Platform Event Bracket Dibandingkan Dengan Aplikasi Php Laravel Menggunakan Algoritma Fisher-Yates Shuffle,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pembangunan Dashboard Business Intelligence Visualisasi Data Akademik Pada MTSN 3 Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Kerusakan Permukaan Jalan Menggunakan Model MobileNetV3-Small,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Faktor yang Memengaruhi Perilaku Penggunaan Aplikasi GoPay: Transfer & Payment Mempergunakan Model Unified Theory Of Acceptance And Use Of Technology (UTAUT),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Faktor-Faktor yang Memengaruhi Search Engine Result Page (SERP) Menggunakan Metode SEO On-Page dan Off-Page (Studi Kasus: Situs Ulasan CBD Oil Australia),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Alat Ukur Berat dan Volume Buah Menggunakan Multi Sensor Ultrasonik dan Metode Regresi Linier Berganda Berbasis Arduino Uno,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Progressive Disclosure dan Hierarki pada Aplikasi M.Tix untuk Meningkatkan Usability,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Hubungan Jenjang Pendidikan Terakhir Dan Kemampuan Manajemen Waktu Terhadap Hasil Belajar Pemrograman Komputer Tingkat Dasar Pada Mahasiswa Di Fakultas Ilmu Komputer Universitas Brawijaya,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Kualitas Website Brone Menggunakan Webqual 4.0 dan Importance-Performance Analysis (IPA) (Studi Kasus: Mahasiswa Fakultas Ilmu Komputer Universitas Brawijaya),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Performa Model Convolutional Neural Network Dalam Mendeteksi Penyakit Pneumonia,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Rancang Bangun Sistem Deteksi Asma, Bronkitis, dan Pneumonia Melalui Suara Pernapasan dengan Metode Long Short-Term Memory","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Media Pembelajaran Berbasis Augmented Reality untuk Pengenalan Gerbang Logika Dasar bagi Siswa dengan Gaya Belajar Auditori,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Transformasi Fractional Pada Representasi Fitur Mel Frequency Cepstral  Coefficients (MFCC) untuk Mendeteksi Tingkat Emosi Disgust,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Pendeteksi Kekerasan di Ruang Publik Menggunakan Metode 3D Convolutional Neural Network,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Analisis Pengaruh Kualitas Kegunaan, Kualitas Informasi, dan Kualitas Interaksi Layanan terhadap Kepuasan Pengguna pada Website MAGENTA menggunakan Metode Webqual 4.0","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Ekspresi Wajah Manusia Menggunakan Metode CNN Dengan Arsitektur Visual Geometry Group (VGG-Net),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Peramalan Aliran Uang Masuk dan Keluar (Inflow dan Outflow) Regional Bank Indonesia di Provinsi DKI Jakarta Menggunakan Metode FBProphet,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Evaluasi dan Perbaikan Pengalaman Pengguna Website Pemerintah Kab. Sidenreng Rappang dengan Metode Evaluasi Heuristic,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Klasifikasi Kualitas Daging Sapi Berdasarkan Warna dan Gas Amonia Menggunakan Jaringan Saraf Tiruan,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Kinerja Akademik Mahasiswa Menggunakan  Algoritma Modified K-Nearest Neighbor  (Studi Pada S1 Pendidikan Teknologi Informasi Fakultas Ilmu Komputer),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Faktor-Faktor Yang Memengaruhi Keputusan Siswa Jurusan TKJ SMKN 2 Malang dalam Melanjutkan Pendidikan Atau Kerja Industri,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Faktor yang Mempengaruhi Tingkat Penerimaan Teknologi pada Pengguna Aplikasi Notion Menggunakan Technology Acceptance Model (TAM) Termodifikasi,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Monitoring Lingkungan Untuk Budidaya Tanaman Sawi (Brassica Juncea L.) Menggunakan Fuzzy Dan Android,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembagnan Aplikasi SIDAKU Mobile di Plut-KUMKM Kota Batu,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Segmentasi Pelanggan B2B dengan Model LRFM Menggunakan Algoritma K-Means,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Root Cause Analisis Kepuasan Pengguna Aplikasi Tokopedia Pada Ulasan Menggunakan Metode Random Forest,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Pengaruh Kualitas Layanan Terhadap Tingkat Kepuasan dan Loyalitas Pengguna Aplikasi Access by KAI Menggunakan Model  E-SERVQUAL Termodifikasi,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Perturbasi Glaze dan Nightshade dalam Perlindungan Karya Seni Digital Menggunakan Image Quality Assessment,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Penyakit Pernafasan Berdasarkan Suara Pernafasan Menggunakan Analisis Spektral Berbasis Raspberry Pi 4Sistem Deteksi Penyakit Pernafasan Berdasarkan Suara Pernafasan Menggunakan Analisis Spektral Berbasis Raspberry Pi 4,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Penerapan Model Whisper Pada Embedded System untuk Speech To Text,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Deteksi Mutasi Kanker Paru Pada Citra CT-Scan Menggunakan ResNet-CNN,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Modifikasi Algoritma Dijkstra untuk Penentuan Multi-Path dalam Topologi Jaringan Sensor Nirkabel,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Perbandingan Titik Optimal Sensor MPU6050 Pada Latihan Angkat Beban Untuk Otot Biceps Dengan Metode F-Test Dan Ratio Games,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi Model Flipped classroom Terhadap Hasil Belajar Peserta Didik Kelas X Program Keahlian Rekayasa Perangkat Lunak Pada Mata Pelajaran Informatika di SMK Negeri 8 Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Implementasi Flowgorithm Terhadap Hasil Belajar Peserta Didik SMA Negeri 3 Malang Pada Mata Pelajaran Informatika Menggunakan Model Pembelajaran Problem Based Learning,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Penerapan Algoritma Decision Tree dalam Watch-List Filtering Remitansi Lembaga Keuangan,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Topic Modelling Pada Aktivitas Pengembangan Perangkat Lunak Menggunakan BERTopic,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengembangan Wearable Device Untuk Deteksi  Postur Duduk Manusia Berbasis Data Sensor MPU6050  Menggunakan Metode Support Vector Machine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Penggunaan Media Pembelajaran Interaktif dalam Pembelajaran Problem Based Learning pada Mata Pelajaran Informatika Terhadap Hasil Belajar Siswa Kelas X di SMKN 3 Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Hubungan Student Engagement Dengan Prestasi Hasil Belajar Siswa Dalam Konteks Problem Based Learning Jurusan Teknik Komputer Dan Jaringan di SMKN 2 Malang,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Pengaruh Serangan Wormhole terhadap Kinerja Protokol Temporally Ordered Routing Algorithm (TORA) pada Mobile Ad Hoc Network (MANET),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Implementasi WebRTC pada Sistem Multimedia Teleconference untuk Komunikasi Pembelajaran Tunarungu,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Ulasan Pelanggan Kober Mie Setan menggunakan Algoritma Support Vector Machine,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Daun Busuk pada Pakcoy Hidroponik menggunakan Metode Thresholding pada Warna Hue dan Saturasi berbasis Raspberry Pi,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Sentimen Ulasan Google Review New Star Cineplex Pasuruan menggunakan Artificial Neural Network (ANN),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Klasifikasi Rumah Sehat dengan Metode Jaringan Syaraf Tiruan berbasis ESP32-S,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Pendeteksi Premature Ventricular Contraction (PVC) berdasarkan Lebar QRS dan Gradien R menggunakan Metode FK-NN,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Sistem Deteksi Permukaan Jalan pada Kursi Roda Pintar dengan Metode MobileNetV2,"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Sistem Deteksi Kematangan Cabai Hidroponik menggunakan Metode Thresholding pada Warna Hue, Saturation, dan Value","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
Analisis Peran Tingkat Pendidikan dan Platform Komunikasi dalam Menunjang Produktivitas Kerja Karyawan Work From Anywhere (WFA),"belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
"Evaluasi dan Perbaikan Rancangan Antarmuka Pengguna Web Dinas Kebudayaan, Pariwisata, Pemuda dan Olahraga Kota Kediri menggunakan Metode Goal-Directed Design (GDD)","belajar, pembelajaran, mata, pelajaran, siswa, smk, malang, hasil, negeri, terhadap",0
